anomaly_id,name,desc,level,image,success_event_ids,source_file,localisation_source_file
battle_uninhabitable_category,Signs of Battle,"A large amount of ship debris can be found in orbit around this [Root.GetPlanetMoon], possibly the remnants of some kind of massive fleet action.",4,GFX_evt_small_space_battle,anomaly.2530,00_anomaly_categories.txt,events_l_english.yml
shipyard_uninhabitable_category,Ancient Shipyard,"An ancient orbital shipyard drifts in silence above this world. It has suffered significant battle damage, and entire sections of the facility are missing.",4,GFX_evt_ruined_system,anomaly.2550,00_anomaly_categories.txt,events_l_english.yml
inhabited_toxic_category,Signs of Former Habitation,This toxic and lifeless world appears to have once been inhabited by a moderately advanced pre-space civilization. The ruins of their cities are still strewn across the surface.,1,GFX_evt_relic_world_street,"anomaly.670, anomaly.685",00_anomaly_categories.txt,events_l_english.yml
writing_uninhabitable_category,Surface Writing,"There is significant scarring on the surface of this world in a pattern that cannot be natural. From orbit, the massive rifts look almost like writing.",2,GFX_evt_ship_in_orbit,anomaly.635,00_anomaly_categories.txt,events_l_english.yml
beacon_uninhabitable_category,Surface Beacon,We are receiving a weak signal from the surface of this [Root.GetPlanetMoon]. The source appears to be some kind of tracking beacon.,1,GFX_evt_ship_in_orbit,anomaly.705,00_anomaly_categories.txt,events_l_english.yml
mountain_uninhabitable_category,Strange Mountain Formation,Efforts to map the surface of this [Root.GetPlanetMoon] have identified a strange mountain range in the southern hemisphere. It does not appear to have formed naturally.,3,GFX_evt_ship_in_orbit_3,"anomaly.2520, anomaly.6905",00_anomaly_categories.txt,events_l_english.yml
object_uninhabitable_category,Unidentified Object,A small rectangular object on the surface of this [Root.GetPlanetMoon] is deflecting all scanning beams like a mirror. Our sensors are unable to determine its material composition.,2,GFX_evt_ship_in_orbit_2,anomaly.2540,00_anomaly_categories.txt,events_l_english.yml
signal_gasgiant_category,Gas Giant Signal,We are picking up what may be a faint transmission coming from somewhere deep inside the atmosphere of this gas giant. Could someone - or something - be trying to communicate?,5,GFX_evt_atmospheric_flight,anomaly.5000,00_anomaly_categories.txt,events_l_english.yml
ship_gasgiant_category,Gas Giant Ship,The sensor profile of a mid-sized vessel was briefly detected inside the upper atmosphere of this gas giant.,5,GFX_evt_atmospheric_flight,anomaly.2560,00_anomaly_categories.txt,events_l_english.yml
terminal_gasgiant_category,Terminal Orbit,A small and otherwise insignificant moon orbiting this gas giant appears to be on a trajectory that will soon result in a collision with its primary.,5,GFX_evt_ship_in_orbit_3,anomaly.2570,00_anomaly_categories.txt,events_l_english.yml
sol_wasteland_category,Nuclear Wasteland,This world has been thoroughly ravaged in a nuclear war.,1,GFX_evt_city_ruins,galactic_features.104,00_anomaly_categories.txt,events_l_english.yml
living_metal_category,Peculiar Crater,A large impact crater has been discovered that does not seem to be a natural occurrence.,7,GFX_evt_cold_barren,anomaly.2576,00_anomaly_categories.txt,utopia_l_english.yml
the_lonely_bot_category,Signs of Ancient Life,[Root.GetName] exhibits signs of once having been home to an ancient civilization.,3,GFX_evt_alien_ruins,anomaly.2580,00_anomaly_categories.txt,events_6_l_english.yml
fungal_emitters_category,Strange Emissions,Unexpected emissions are coming from the underground caves on [From.GetName]. Could these be a signal of some sort?,4,GFX_evt_cold_barren,"anomaly.6760, anomaly.6755, anomaly.6765",00_anomaly_categories.txt,events_6_l_english.yml
lost_soul_cat,Lost Soul,"We have found a heavily damaged bipedal robot floating in space. We do not understand its energy source, but we may be able to retrieve information from its memory.",2,GFX_evt_star_neutron,anomaly.6786,00_anomaly_categories.txt,events_6_l_english.yml
on_solar_sails_cat,On Solar Sails,We have found the wreckage of an archaic spaceship with an unusual design. We're not quite sure how its propulsion system works.,2,GFX_evt_star_neutron,anomaly.7020,00_anomaly_categories.txt,events_6_l_english.yml
on_crashed_ship_cat,Crash Site,We have discovered an ancient alien starship lying half-buried in an asteroid crater.,2,GFX_evt_physics_cache,anomaly.7030,00_anomaly_categories.txt,events_6_l_english.yml
AST_WAVELENGTHS_1_CAT,Asteroid Waves,The asteroid [Root.GetName] is emitting some form of radiation in controlled bursts. Is someone - something - trying to communicate with us?,1,GFX_evt_mining_station,"anomaly.3065, anomaly.75, anomaly.130, anomaly.115",01_anomaly_categories.txt,events_2_l_english.yml
AST_DEBRIS_FIELD_1_CAT,Debris Field,Sensors report a number of possible points of interest within the dense debris field surrounding [Root.GetName].,3,GFX_evt_ruined_system,"anomaly.95, anomaly.3040, anomaly.105, anomaly.100",01_anomaly_categories.txt,events_2_l_english.yml
HBL_LUSH_PLANET_1_CAT,A Lush Planet,"[Root.GetName] is exceptionally green, and preliminary scans indicate that there might be several articles of interest on the surface.",4,GFX_evt_medieval_alien_civilization,"anomaly.90, anomaly.110, anomaly.85, anomaly.3130",01_anomaly_categories.txt,events_2_l_english.yml
UHB_ANCIENT_RUINS_1_CAT,Monoliths,"Impressive structures litter [Root.GetName]'s surface, practically begging for some archaeological work.",3,GFX_evt_ancient_alien_temple,anomaly.120,01_anomaly_categories.txt,events_2_l_english.yml
GEN_PLAYGROUND_CAT,Playful Ruins,"Impressive structures litter a small area on the surface of [Root.GetName], practically begging for some archaeological work.",3,GFX_evt_alien_city,anomaly.135,01_anomaly_categories.txt,events_2_l_english.yml
AST_SHRINE_1_CAT,"An Asteroid, Carved",[Root.GetName] has been partially hollowed out and carved with exquisite precision. There is something familiar about the lines and curves etched into the rock...,3,GFX_evt_mining_station,anomaly.140,01_anomaly_categories.txt,events_2_l_english.yml
HBL_MUSIC_1_CAT,What Hums in the Night,There is a pattern of unusual sonic activity on [Root.GetName].,5,GFX_evt_alien_nature,"anomaly.145, anomaly.3080",01_anomaly_categories.txt,events_2_l_english.yml
GAS_ZRO_ICE_CAT,Ice Ice Giant,"It seems [Root.GetName] is lacking the hydrogen and helium to be classified as a proper gas giant and is, in fact, an ice giant.",6,GFX_evt_gas_giant,anomaly.150,01_anomaly_categories.txt,events_2_l_english.yml
AST_ILLICIT_DARK_CAT,Radiating Asteroid,[Root.GetName] periodically spews an alarmingly eclectic mix of particles and radiation into the void.,7,GFX_evt_asteroid_approaching_planet,anomaly.155,01_anomaly_categories.txt,events_2_l_english.yml
TOX_PURPLE_RAIN_CAT,Pigment Poison,[Root.GetName]'s toxic biosphere gives the planet a unique color scheme.,7,GFX_evt_big_landing_ship,anomaly.160,01_anomaly_categories.txt,events_2_l_english.yml
FROZ_BASE_CAT,Cold Wastes,Sensors pick up unexpected activity from an isolated point on [Root.GetName]'s frozen surface.,2,GFX_evt_outpost,"anomaly.170, anomaly.175",01_anomaly_categories.txt,events_2_l_english.yml
TROP_PETS_CAT,Scurrying,Irregular patterns of movement have been detected within the dense tropical undergrowth of [Root.GetName].,4,GFX_evt_alien_wildlife,anomaly.180,01_anomaly_categories.txt,events_2_l_english.yml
BARR_BASE_CAT,On the Barren Plains,A cursory scan of the planet's surface reveals a weak signal pulsing into the darkness of space.,5,GFX_evt_archaeological_dig,anomaly.185,01_anomaly_categories.txt,events_2_l_english.yml
PROJ_MOON_CAT,Projecting,"According to preliminary scans, [Root.GetName] is exhibiting several strange properties and gives readings that are not at all in line with what one would expect from a planet of this type...",3,GFX_evt_asteroid_approaching_planet,anomaly.190,01_anomaly_categories.txt,events_2_l_english.yml
SEA_CAT,Kaleidoscopic,Vaguely-defined shapes swirl with the currents in [Root.GetName]'s vast oceans.,2,GFX_evt_ship_in_orbit_3,anomaly.195,01_anomaly_categories.txt,events_2_l_english.yml
MOLTEN_BASE_CAT,Heated Rhythm,Sensors pick up rhythmic movement on the hellish surface of [Root.GetName].,2,GFX_evt_dead_city,anomaly.200,01_anomaly_categories.txt,events_2_l_english.yml
LEVELED_CAT,Steamrolled,"[Root.GetName] seems to exhibit one, and only one, interesting geological feature...",1,GFX_evt_ship_in_orbit,anomaly.205,01_anomaly_categories.txt,events_2_l_english.yml
DIMENSIONAL_POCKET_CAT,Dimensional Disturbance,The debris field which [Root.GetName] is part of roils and swirls under the influence of unknown forces.,6,GFX_evt_mining_station,"anomaly.210, anomaly.295",01_anomaly_categories.txt,events_2_l_english.yml
HAB_CORN_CAT,Spotty Greenery,Optical scans indicate that the surface of [Root.GetName] is unusually verdant in places.,4,GFX_evt_ship_in_orbit_2,"anomaly.3025, anomaly.215",01_anomaly_categories.txt,events_2_l_english.yml
HAB_MAT_CAT,A Glint of Metal,Backscattering spectrometry sensors indicate the presence of valuable substances in the planet's crust.,4,GFX_evt_ship_in_orbit,anomaly.220,01_anomaly_categories.txt,events_2_l_english.yml
ATM_ANOMALY_CAT,Atmospheric Anomaly,Atmospheric readings from [Root.GetName] do not match simulated projections.,3,GFX_evt_ship_in_orbit_3,anomaly.225,01_anomaly_categories.txt,events_2_l_english.yml
FRBR_GRIMACING_CAT,Winking,"Repeated scans of [Root.GetName]'s surface give inconsistent sensor readings, almost as if the planet itself was in a constant state of upheaval.",5,GFX_evt_warm_barren,anomaly.230,01_anomaly_categories.txt,events_2_l_english.yml
FROZ_ILLUMINATED_CAT,Ice Lit,"Inexplicable optical phenomena play across the surface of [Root.GetName], clearly visible from space.",3,GFX_evt_frozen,anomaly.235,01_anomaly_categories.txt,events_2_l_english.yml
GAS_CLOUDY_CAT,Clouds Dance,The atmospheric patterns of [Root.GetName] are highly atypical for a gas giant of modest size.,1,GFX_evt_atmospheric_flight,anomaly.240,01_anomaly_categories.txt,events_2_l_english.yml
GAIA_MOVE_CAT,Paradise Anticipated,"As a Gaia-class planet, [Root.GetName] is expected to teem with life...",3,GFX_evt_alien_nature,anomaly.245,01_anomaly_categories.txt,events_2_l_english.yml
FROZ_BOX_CAT,Something Smells,"Scans indicate the presence of a foreign, alien-made object on one of §H[Root.GetName]'s§! many frozen mountain tops.",2,GFX_evt_frozen,anomaly.250,01_anomaly_categories.txt,events_2_l_english.yml
CONT_SIGNS_CAT,Planetary Scars,"[Root.GetName]'s surface appears heavily pockmarked, which is not unusual.\n\nWhat is unusual is the regular shape of the scars, irregularly distributed. This is unlikely to be the result of meteorite impacts.",4,GFX_evt_alien_city,anomaly.255,01_anomaly_categories.txt,events_2_l_english.yml
FROZ_BASE2_CAT,Icy Plains,Sensors pick up unexpected activity from an isolated point on [Root.GetName]'s arctic surface.,4,GFX_evt_arctic,anomaly.260,01_anomaly_categories.txt,events_2_l_english.yml
AST_CRATER_CAT,Dustbowl,"[Root.GetName] is home to a number of exquisite impact craters. However, something breaks the visual uniformity in one of the larger craters...",1,GFX_evt_asteroid_approaching_planet,"anomaly.265, anomaly.275, anomaly.270",01_anomaly_categories.txt,events_2_l_english.yml
BAR_COLONY_CAT,Looking Down,Optical sensors isolate a cluster of shapes on the barren surface of [Root.GetName] that could be buildings.,6,GFX_evt_warm_barren,"anomaly.285, anomaly.3015",01_anomaly_categories.txt,events_2_l_english.yml
TOX_MAT_CAT,Poison-coated,Backscattering spectrometry sensors indicate the presence of valuable substances beneath [Root.GetName]'s noxious clouds.,2,GFX_evt_atmospheric_flight,anomaly.290,01_anomaly_categories.txt,events_2_l_english.yml
AST_CLUSTER_CAT,Mineral Cluster,"An unusually deliberate, geometric configuration of minerals drifts through the debris belt by [Root.GetName], and is possibly of alien origin.",3,GFX_evt_asteroid_field,"anomaly.3085, anomaly.3000, anomaly.3005, anomaly.3010",01_anomaly_categories.txt,events_2_l_english.yml
GAEA_CHECKERED_CAT,Minesweeper,Visual scans of [Root.GetName]'s surface reveal a grid pattern seemingly covering the entire planet.,2,GFX_evt_ship_in_orbit_2,anomaly.3020,01_anomaly_categories.txt,events_2_l_english.yml
GEN_ABANDONED_SHIP_CAT,Parked,A cursory scan of [Root.GetName] yields surprising results.\n\nSomething seems to be scanning us back...,8,GFX_evt_landing_ship,anomaly.3030,01_anomaly_categories.txt,events_2_l_english.yml
GEN_DESERT_CAT,Dunes,"The atmosphere of [Root.GetName] is extremely thin, and yet something not unlike wind seems to agitate the seas of sand that make up its surface.",3,GFX_evt_landing_ship,"anomaly.3135, anomaly.3060, anomaly.3035",01_anomaly_categories.txt,events_2_l_english.yml
TOX_STRUCTURES_CAT,Toxic Construction,"Somewhere beneath [Root.GetName]'s unctuous clouds, unnatural structures silhouette themselves against the toxic surface.",8,GFX_evt_atmospheric_flight,anomaly.3050,01_anomaly_categories.txt,events_2_l_english.yml
TROP_WOODS_CAT,Wooden Hegemony,The surface of [Root.GetName] is dominated by particularly impressive-looking trees.,3,GFX_evt_tropical,anomaly.3055,01_anomaly_categories.txt,events_2_l_english.yml
HOLE_RADIATION_CAT,Rainbow in the Dark,Sensors pick up unusual readings in the vicinity of [Root.GetName] - readings that are hard to explain being this close to a black hole.,5,GFX_evt_black_hole,"anomaly.3075, anomaly.3070",01_anomaly_categories.txt,events_2_l_english.yml
UHB_BUOY_CAT,Doppler Effect,"A wavering signal haunts [Root.GetName], though it does not seem to originate from the planet's surface.",3,GFX_evt_satellite_in_orbit,anomaly.3090,01_anomaly_categories.txt,events_2_l_english.yml
GAIA_RECORD_CAT,Rubiconian Shores,"[Root.GetName]'s verdant plains are quiet, save for a weak but steady beacon signal.",7,GFX_evt_alien_ruins,anomaly.3110,01_anomaly_categories.txt,events_2_l_english.yml
CRYSTAL_MANUFACTORY_CAT,Ancient Manufactory,"An old, seemingly abandoned structure looms over [Root.GetName], an otherwise unremarkable asteroid.",3,GFX_evt_asteroid_field,anomaly.3125,01_anomaly_categories.txt,events_2_l_english.yml
TROP_BIOLOGY_CAT,Tropical Oddities,The initial data gathered from the tropical forests of [Root.GetName] indicate that something is out of the ordinary.,3,GFX_evt_alien_nature,anomaly.4000,02_anomaly_categories.txt,events_3_l_english.yml
AST_MINING_CAT,Mind the Minerals,Initial analysis of the asteroid's composition points towards potentially interesting finds.,2,GFX_evt_mining_station,anomaly.4005,02_anomaly_categories.txt,events_3_l_english.yml
GEN_DERELICT_SHIP_CAT,Distress Signal,Our initial scans have caught an irregular signal reminiscent of our own distress patterns.,2,GFX_evt_ship_in_orbit,anomaly.4010,02_anomaly_categories.txt,events_3_l_english.yml
GEN_LOST_CARGO_CAT,Odd Readings,While scanning the asteroid belt our science team found some sort of irregularity.,6,GFX_evt_unidentified_ship,"anomaly.4085, anomaly.4015",02_anomaly_categories.txt,events_3_l_english.yml
GEN_OLD_WAR_CAT,A Feel For Steel,The mineral composition of [Root.GetName] does not match projections.,2,GFX_evt_ship_in_orbit_2,"anomaly.4020, anomaly.4165",02_anomaly_categories.txt,events_3_l_english.yml
DES_BURIED_CAT,Buried in the Sand,The desert planet [Root.GetName] seems to conceal some buried secrets.,4,GFX_evt_desert,"anomaly.4135, anomaly.4030",02_anomaly_categories.txt,events_3_l_english.yml
SUN_RAYS_CAT,Confounding Cosmic Rays,We have detected odd radiation that our Science Officer demands to investigate.,5,GFX_evt_physics_research,"anomaly.4040, anomaly.4035",02_anomaly_categories.txt,events_3_l_english.yml
WAT_PLANET_CAT,Drops in the Ocean,Scans of [Root.GetName] return subtle readings of something beneath the surface.,3,GFX_evt_ocean,anomaly.4045,02_anomaly_categories.txt,events_3_l_english.yml
COLD_RESEARCH_CAT,Cold Hard Potential,"Our Science Officer has found an anomaly. It will require extensive probing, but could garner a substantial find.",3,GFX_evt_tundra,"anomaly.4120, anomaly.4055, anomaly.4140, anomaly.4075",02_anomaly_categories.txt,events_3_l_english.yml
SUN_TEAPOT_CAT,Improbable Orbit,Scanning the star unveils a small object in rapid orbit. Its small size and high velocity make it difficult for our sensors to isolate.,5,GFX_evt_star_yellow,anomaly.4060,02_anomaly_categories.txt,events_3_l_english.yml
AST_GEAR_CAT,Astonishing Asteroids,"Observing the massive asteroid [Root.GetName], we have found...\n\nSomething. Further investigation is warranted.",6,GFX_evt_mining_station,anomaly.4065,02_anomaly_categories.txt,events_3_l_english.yml
TROP_CONDITIONS_CAT,Among the Vines and Trees,[Root.GetName] appears to hold something of interest deep within its dense jungles.,3,GFX_evt_alien_nature,anomaly.4070,02_anomaly_categories.txt,events_3_l_english.yml
ARID_SENSOR_CAT,Arid and Abandoned,We have detected something out of the ordinary on the arid [From.GetPlanetMoon]. It seems like somebody has been here before us. Further investigation is needed.,6,GFX_evt_arid,anomaly.4080,02_anomaly_categories.txt,events_3_l_english.yml
CON_BIOLOGY_CAT,Continental Findings,The forests on this planetoid bear promises of interesting finds.,1,GFX_evt_continental,"anomaly.4115, anomaly.4100, anomaly.4095, anomaly.4150",02_anomaly_categories.txt,events_3_l_english.yml
TOX_PLANET_CAT,Toxicity,"There appears to be deliberately-crafted structures on the planet's surface, pointing toward a past long forgotten.",3,GFX_evt_toxic,anomaly.4105,02_anomaly_categories.txt,events_3_l_english.yml
DES_PLANET_CAT,Desolate Sands,"The scorching heat of [Root.GetName] is within the expected range. However, there is more unusual data still being collected by our team. Further study is needed before a final report can be filed.",1,GFX_evt_desert,anomaly.4110,02_anomaly_categories.txt,events_3_l_english.yml
GEN_MYSTICAL_CAT,Mystical,"Our survey has uncovered something that can only be described by the science team as ""mystical."" We would need to investigate the phenomenon in more detail to unshroud this mystery.",7,GFX_evt_asteroid_field,anomaly.4130,02_anomaly_categories.txt,events_3_l_english.yml
NUKE_PLANET_CAT,The Winter of the Fallen,The nuclear wasteland is evidently a sign of a previous civilization. Our scanners are picking up activity at certain locations that we should investigate.,5,GFX_evt_ship_in_orbit,anomaly.4155,02_anomaly_categories.txt,events_3_l_english.yml
RADIOACTIVE_PLANET_CAT,Radioactive Planet,We have discovered a planet containing large quantities of heavily decayed radioactive isotopes. Further investigation is warranted.,2,GFX_evt_ship_in_orbit,anomaly.680,02_anomaly_categories.txt,grand_archive_l_english.yml
ARID_PLANET_CAT,Arid Wastes,"The [From.GetPlanetMoon] is not the most welcoming of places, but if our initial scans are any indication it could hold some valuable resources.",3,GFX_evt_arid,anomaly.4170,02_anomaly_categories.txt,events_3_l_english.yml
NANO_SWARM_CAT,Deserted Desert,"[Root.GetName] has significant bodies of water, and yet its landmasses are lifeless deserts. Further study is warranted.",6,GFX_evt_desert,anomaly.6700,02_anomaly_categories.txt,events_6_l_english.yml
STAR_RESONANCE_CAT,A Strange Resonance,"Our scientists have discovered what first appeared to be a sensor malfunction near the corona of [root.GetName], however it's still there after rebooting. A closer look is warranted.",2,GFX_evt_star_yellow,anomaly.6740,02_anomaly_categories.txt,events_6_l_english.yml
ALPHA_CENTAURI_CAT,Stasis,"[From.GetName]'s peculiar orbit around its red dwarf star renders the planet tidally locked, and potentially worthy of further investigation.",1,GFX_evt_cold_barren,"anomaly.6745, anomaly.6750",02_anomaly_categories.txt,events_6_l_english.yml
TEMPORAL_PRISM_CAT,Unusual Temporal Fluctuations,Unusual fluctuations in spacetime have been detected in the vicinity of [From.GetName]. Further analysis is advised.,5,GFX_evt_clocks,anomaly.6788,02_anomaly_categories.txt,events_6_l_english.yml
VENDING_MACHINE_CAT,An Invitation,"A signal beacon orbits [From.GetName], beckoning travelers nearer. On the asteroid, a giant metal monolith looms, its purpose unknown.",3,GFX_evt_asteroid_field,anomaly.7000,02_anomaly_categories.txt,events_6_l_english.yml
TIYANKI_ASTEROID_CAT,Living Asteroid,Rock samples retrieved from the asteroid belt unexpectedly contain a large amount of biological tissue.,3,GFX_evt_ice_asteroids,anomaly.7100,02_anomaly_categories.txt,federations_anniversary_l_english.yml
UBUME_BABY_CAT,Strange Debris,Scans have identified a debris field of uncertain origin. Could this have something to do with the abandoned science ship patrolling the system?,3,GFX_evt_asteroid_field,anomaly.6791,02_anomaly_categories.txt,events_6_l_english.yml
UNIQUE_SYSTEM_BATTLE_CAT,Ancient Battlefield,A long-forgotten battlefield where ancient empires once fought for supremacy of the galaxy - now all that remains are the vessels of those who fought under their banners.,5,GFX_evt_space_debris,unique.125,02_anomaly_categories.txt,unique_system_l_english.yml
SINGING_PLANET_CAT,Strange Readings,"This planet emits strange magnetic waves, quite unlike anything we have seen so far, almost as if it is trying to communicate with us. It is only logical to investigate this unusual phenomenon - we may have just encountered an extraordinary example of life on a planetary scale.",7,GFX_evt_decryption,anomaly.7101,02_anomaly_categories.txt,events_6_l_english.yml
FROZEN_SPRINGS_CAT,Mysterious Heat,"Whilst surveying [From.GetName], the science team detected unusual heat signatures coming from below the frozen surface of the planet.",2,GFX_evt_microscopic_life,anomaly.3140,02_anomaly_categories.txt,events_6_l_english.yml
SOLARPUNK_CAT,The Missing Planets,"There are an unusual amount of hyperlanes in this system. Usually, we would dismiss these as too small to facilitate a spaceship, but the sheer amount is intriguing in and of itself.",7,GFX_evt_vortex,fircon.5010,02_anomaly_categories.txt,first_contact_l_english.yml
DATA_DIAMOND_CAT,Thin Ice,The superficial layer of surface ice on [From.GetName] covers an abnormally large crystal deposit. We are also detecting the presence of a faint signal.,4,GFX_evt_frozen,anomaly.3145,02_anomaly_categories.txt,events_6_l_english.yml
INTEMPORAL_ORB_CAT,The Orb,We have discovered powerful concentrated energy in the form of an orb. Investigation is advised.,2,GFX_evt_ship_in_orbit,anomaly.7105,02_anomaly_categories.txt,events_6_l_english.yml
RAPID_DESERTIFICATION_CAT,Rapid Desertification,Aerial images taken of [From.Planet.GetName]'s rapidly diminishing vegetation could indicate the presence of an unidentified life form habiting its surface.,1,GFX_evt_unidentified_monster,anomaly.7135,02_anomaly_categories.txt,events_6_l_english.yml
BREACHSEALER_CAT,Universe Breach Detected,"The dim Seddom system houses a tear in the fabric of the universe. Even more unusual, the tear itself is gradually shrinking, as if something or someone is working to repair it.",1,GFX_evt_shrouded_planet,anomaly.7200,02_anomaly_categories.txt,events_6_l_english.yml
paragon_beholder_category,Spiky Readings,"We have detected intermittent energy spikes coming from the planet. These readings indicate something powerful, and far beyond the capabilities of the pre-sapient inhabitants we've observed.",2,GFX_evt_ship_in_orbit_3,paragon.3,100_anomaly_categories_paragon.txt,paragon_l_english.yml
ASTRAL_SCAR_CAT,$pc_astral_scar$,"We have discovered an anomalous rift in space and time. The closer we get, the less the known laws of physical relativity hold purchase.\n\nStudying this phenomenon could very well push our scientific understanding of the mechanics of the universe to a higher level.",6,GFX_evt_astral_scar,astral_planes.6000,101_anomaly_categories_astral_planes.txt,astral_planes_l_english.yml
